


100212  0:01:41  393 Connect	bitnami@localhost on 
		  393 Init DB	bitnami_mediawiki
		  403 Query	BEGIN
		  403 Query	SELECT /* Job::pop  */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  402 Quit	
		  403 Quit	
100212  0:01:54  404 Connect	bitnami@localhost on 
		  404 Init DB	bitnami_mediawiki
		  404 Query	SET /* Database::open  */ sql_mode = ''
		  404 Query	BEGIN
		  404 Query	SELECT /* Article::pageData  */  page_id,page_namespace,page_title,page_restrictions,page_counter,page_is_redirect,page_is_new,page_random,page_touched,page_latest,page_len  FROM `page`  WHERE page_namespace = '0' AND page_title = 'Main_Page'  LIMIT 1
		  404 Query	SELECT /* Title::loadRestrictions  */  *  FROM `page_restrictions`  WHERE pr_page = '1'
		  404 Query	SELECT /* User::loadFromDatabase  */  *  FROM `user`  WHERE user_id = '2'  LIMIT 1
		  404 Query	SELECT /* User::loadGroups Carlo */  ug_group  FROM `user_groups`  WHERE ug_user = '2'
		  404 Query	SELECT /* Job::pop Carlo */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  404 Quit	
100212  0:02:10  405 Connect	bitnami@localhost on 
		  405 Init DB	bitnami_mediawiki
		  405 Query	SET /* Database::open  */ sql_mode = ''
		  405 Query	BEGIN
		  405 Query	SELECT /* User::loadFromDatabase  */  *  FROM `user`  WHERE user_id = '2'  LIMIT 1
		  405 Query	SELECT /* User::loadGroups Carlo */  ug_group  FROM `user_groups`  WHERE ug_user = '2'
		  406 Connect	bitnami@localhost on 
		  406 Init DB	bitnami_mediawiki
		  406 Query	SET /* Database::open Carlo */ sql_mode = ''
		  406 Query	SELECT /* MediaWikiBagOStuff::_doquery Carlo */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  405 Query	SELECT /* LinkCache::addLinkObj 98.216.111.84 */  page_id,page_len,page_is_redirect  FROM `page`  WHERE page_namespace = '0' AND page_title = 'Main_Page'  LIMIT 1
		  405 Query	SELECT /* LinkBatch::doQuery 98.216.111.84 */ page_id, page_namespace, page_title, page_len, page_is_redirect FROM `page` WHERE (page_namespace=2 AND page_title='98.216.111.84') OR (page_namespace=3 AND page_title='98.216.111.84')
		  405 Query	SELECT /* User::checkNewtalk 98.216.111.84 */  user_ip  FROM `user_newtalk`  WHERE user_ip = '98.216.111.84'  LIMIT 1
		  405 Query	SELECT /* Job::pop 98.216.111.84 */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  405 Quit	
		  406 Quit	
		  407 Connect	bitnami@localhost on 
		  407 Init DB	bitnami_mediawiki
		  407 Query	SET /* Database::open 98.216.111.84 */ sql_mode = ''
		  407 Query	SELECT /* MediaWikiBagOStuff::_doquery 98.216.111.84 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  408 Connect	bitnami@localhost on 
		  408 Init DB	bitnami_mediawiki
		  408 Query	SET /* Database::open 98.216.111.84 */ sql_mode = ''
		  408 Query	BEGIN
		  408 Query	SELECT /* LinkBatch::doQuery 98.216.111.84 */ page_id, page_namespace, page_title, page_len, page_is_redirect FROM `page` WHERE (page_namespace=2 AND page_title='98.216.111.84') OR (page_namespace=3 AND page_title='98.216.111.84') OR (page_namespace=1 AND page_title='-')
		  408 Query	SELECT /* Job::pop 98.216.111.84 */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  407 Quit	
		  408 Quit	
		  409 Connect	bitnami@localhost on 
		  409 Init DB	bitnami_mediawiki
		  409 Query	SET /* Database::open 98.216.111.84 */ sql_mode = ''
		  409 Query	SELECT /* MediaWikiBagOStuff::_doquery 98.216.111.84 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  410 Connect	bitnami@localhost on 
		  410 Init DB	bitnami_mediawiki
		  410 Query	SET /* Database::open 98.216.111.84 */ sql_mode = ''
		  410 Query	BEGIN
		  410 Query	SELECT /* LinkBatch::doQuery 98.216.111.84 */ page_id, page_namespace, page_title, page_len, page_is_redirect FROM `page` WHERE (page_namespace=2 AND page_title='98.216.111.84') OR (page_namespace=3 AND page_title='98.216.111.84') OR (page_namespace=1 AND page_title='-')
		  410 Query	SELECT /* Job::pop 98.216.111.84 */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  409 Quit	
		  410 Quit	
100212  0:02:11  411 Connect	bitnami@localhost on 
		  411 Init DB	bitnami_mediawiki
		  411 Query	SET /* Database::open  */ sql_mode = ''
		  411 Query	BEGIN
		  411 Query	SELECT /* Article::pageData  */  page_id,page_namespace,page_title,page_restrictions,page_counter,page_is_redirect,page_is_new,page_random,page_touched,page_latest,page_len  FROM `page`  WHERE page_namespace = '0' AND page_title = 'Main_Page'  LIMIT 1
		  411 Query	SELECT /* Title::loadRestrictions  */  *  FROM `page_restrictions`  WHERE pr_page = '1'
		  412 Connect	bitnami@localhost on 
		  412 Init DB	bitnami_mediawiki
		  412 Query	SET /* Database::open 98.216.111.84 */ sql_mode = ''
		  412 Query	SELECT /* MediaWikiBagOStuff::_doquery 98.216.111.84 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:pcache:idhash:1-0!1!0!!en!2'
		  412 Query	SELECT /* MediaWikiBagOStuff::_doquery 98.216.111.84 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  411 Query	UPDATE /*  98.216.111.84 */ `page` SET page_counter = page_counter + 1 WHERE page_id = 1
		  411 Query	COMMIT
		  411 Query	BEGIN
		  411 Query	SELECT /* LinkBatch::doQuery 98.216.111.84 */ page_id, page_namespace, page_title, page_len, page_is_redirect FROM `page` WHERE (page_namespace=2 AND page_title='98.216.111.84') OR (page_namespace=3 AND page_title='98.216.111.84') OR (page_namespace=1 AND page_title='Main_Page')
		  411 Query	SELECT /* User::checkNewtalk 98.216.111.84 */  user_ip  FROM `user_newtalk`  WHERE user_ip = '98.216.111.84'  LIMIT 1
		  411 Query	SELECT /* Revision::getTimestampFromId 98.216.111.84 */  rev_timestamp  FROM `revision`  WHERE rev_id = '8' AND rev_page = '1'  LIMIT 1
		  411 Query	BEGIN
		  411 Query	UPDATE /* SiteStatsUpdate::doUpdate 98.216.111.84 */ `site_stats` SET ss_total_views=ss_total_views+1
		  411 Query	COMMIT
		  411 Query	BEGIN
		  411 Query	SELECT /* Job::pop 98.216.111.84 */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  411 Query	COMMIT
		  411 Quit	
		  412 Quit	
100212  9:24:53  413 Connect	bitnami@localhost on 
		  413 Init DB	bitnami_mediawiki
		  413 Query	SET /* Database::open  */ sql_mode = ''
		  413 Query	SELECT /* MediaWikiBagOStuff::_doquery  */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  414 Connect	bitnami@localhost on 
		  414 Init DB	bitnami_mediawiki
		  414 Query	SET /* Database::open  */ sql_mode = ''
		  414 Query	BEGIN
		  414 Query	SELECT /* Job::pop  */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  413 Quit	
		  414 Quit	
100212  9:24:56  415 Connect	bitnami@localhost on 
		  415 Init DB	bitnami_mediawiki
		  415 Query	SET /* Database::open  */ sql_mode = ''
		  415 Query	BEGIN
		  415 Query	SELECT /* Article::pageData  */  page_id,page_namespace,page_title,page_restrictions,page_counter,page_is_redirect,page_is_new,page_random,page_touched,page_latest,page_len  FROM `page`  WHERE page_namespace = '0' AND page_title = 'Main_Page'  LIMIT 1
		  415 Query	SELECT /* Title::loadRestrictions  */  *  FROM `page_restrictions`  WHERE pr_page = '1'
		  416 Connect	bitnami@localhost on 
		  416 Init DB	bitnami_mediawiki
		  416 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
		  416 Query	SELECT /* MediaWikiBagOStuff::_doquery 74.64.110.59 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:pcache:idhash:1-0!1!0!!en!2'
		  416 Query	SELECT /* MediaWikiBagOStuff::_doquery 74.64.110.59 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  415 Query	UPDATE /*  74.64.110.59 */ `page` SET page_counter = page_counter + 1 WHERE page_id = 1
		  415 Query	COMMIT
		  415 Query	BEGIN
		  415 Query	SELECT /* LinkBatch::doQuery 74.64.110.59 */ page_id, page_namespace, page_title, page_len, page_is_redirect FROM `page` WHERE (page_namespace=2 AND page_title='74.64.110.59') OR (page_namespace=3 AND page_title='74.64.110.59') OR (page_namespace=1 AND page_title='Main_Page')
		  415 Query	SELECT /* User::checkNewtalk 74.64.110.59 */  user_ip  FROM `user_newtalk`  WHERE user_ip = '74.64.110.59'  LIMIT 1
		  415 Query	SELECT /* Revision::getTimestampFromId 74.64.110.59 */  rev_timestamp  FROM `revision`  WHERE rev_id = '8' AND rev_page = '1'  LIMIT 1
		  415 Query	BEGIN
		  415 Query	UPDATE /* SiteStatsUpdate::doUpdate 74.64.110.59 */ `site_stats` SET ss_total_views=ss_total_views+1
		  415 Query	COMMIT
		  415 Query	BEGIN
		  415 Query	SELECT /* Job::pop 74.64.110.59 */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  415 Query	COMMIT
		  415 Quit	
		  416 Quit	
100212  9:24:58  417 Connect	bitnami@localhost on 
		  417 Init DB	bitnami_mediawiki
		  417 Query	SET /* Database::open  */ sql_mode = ''
		  417 Query	SELECT /* MediaWikiBagOStuff::_doquery  */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  418 Connect	bitnami@localhost on 
		  418 Init DB	bitnami_mediawiki
		  418 Query	SET /* Database::open  */ sql_mode = ''
		  418 Query	BEGIN
		  418 Query	SELECT /* Job::pop  */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  417 Quit	
		  418 Quit	
100212  9:25:03  419 Connect	bitnami@localhost on 
		  419 Init DB	bitnami_mediawiki
		  419 Query	SET /* Database::open  */ sql_mode = ''
		  419 Query	SELECT /* MediaWikiBagOStuff::_doquery  */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  420 Connect	bitnami@localhost on 
		  420 Init DB	bitnami_mediawiki
		  420 Query	SET /* Database::open  */ sql_mode = ''
		  420 Query	BEGIN
		  420 Query	SELECT /* Job::pop  */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  419 Quit	
		  420 Quit	
100212  9:25:06  421 Connect	bitnami@localhost on 
		  421 Init DB	bitnami_mediawiki
		  421 Query	SET /* Database::open  */ sql_mode = ''
		  421 Query	SELECT /* MediaWikiBagOStuff::_doquery  */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  422 Connect	bitnami@localhost on 
		  422 Init DB	bitnami_mediawiki
		  422 Query	SET /* Database::open  */ sql_mode = ''
		  422 Query	BEGIN
		  422 Query	SELECT /* Job::pop  */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  421 Quit	
		  422 Quit	
100212  9:25:08  423 Connect	bitnami@localhost on 
		  423 Init DB	bitnami_mediawiki
		  423 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
		  423 Query	SELECT /* MediaWikiBagOStuff::_doquery 74.64.110.59 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  424 Connect	bitnami@localhost on 
		  424 Init DB	bitnami_mediawiki
		  424 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
		  424 Query	BEGIN
		  424 Query	SELECT /* LinkBatch::doQuery 74.64.110.59 */ page_id, page_namespace, page_title, page_len, page_is_redirect FROM `page` WHERE (page_namespace=2 AND page_title='74.64.110.59') OR (page_namespace=3 AND page_title='74.64.110.59') OR (page_namespace=1 AND page_title='-')
		  424 Query	SELECT /* Job::pop 74.64.110.59 */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  423 Quit	
		  424 Quit	
100212  9:25:34  425 Connect	bitnami@localhost on 
		  425 Init DB	bitnami_mediawiki
		  425 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
		  425 Query	SELECT /* MediaWikiBagOStuff::_doquery 74.64.110.59 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  426 Connect	bitnami@localhost on 
		  426 Init DB	bitnami_mediawiki
		  426 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
		  426 Query	BEGIN
		  426 Query	SELECT /* LinkBatch::doQuery 74.64.110.59 */ page_id, page_namespace, page_title, page_len, page_is_redirect FROM `page` WHERE (page_namespace=2 AND page_title='74.64.110.59') OR (page_namespace=3 AND page_title='74.64.110.59') OR (page_namespace=1 AND page_title='-')
		  426 Query	SELECT /* Job::pop 74.64.110.59 */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  425 Quit	
		  426 Quit	
100212  9:40:18  427 Connect	bitnami@localhost on 
		  427 Init DB	bitnami_mediawiki
		  427 Query	SET /* Database::open  */ sql_mode = ''
		  427 Query	BEGIN
		  427 Query	SELECT /* Article::pageData  */  page_id,page_namespace,page_title,page_restrictions,page_counter,page_is_redirect,page_is_new,page_random,page_touched,page_latest,page_len  FROM `page`  WHERE page_namespace = '0' AND page_title = 'Main_Page'  LIMIT 1
		  427 Query	SELECT /* Title::loadRestrictions  */  *  FROM `page_restrictions`  WHERE pr_page = '1'
		  428 Connect	bitnami@localhost on 
		  428 Init DB	bitnami_mediawiki
		  428 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
		  428 Query	SELECT /* MediaWikiBagOStuff::_doquery 74.64.110.59 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:pcache:idhash:1-0!1!0!!en!2'
		  428 Query	SELECT /* MediaWikiBagOStuff::_doquery 74.64.110.59 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  427 Query	UPDATE /*  74.64.110.59 */ `page` SET page_counter = page_counter + 1 WHERE page_id = 1
		  427 Query	COMMIT
		  429 Connect	bitnami@localhost on 
		  429 Init DB	bitnami_mediawiki
		  429 Query	SET /* Database::open  */ sql_mode = ''
		  429 Query	BEGIN
		  429 Query	SELECT /* Article::pageData  */  page_id,page_namespace,page_title,page_restrictions,page_counter,page_is_redirect,page_is_new,page_random,page_touched,page_latest,page_len  FROM `page`  WHERE page_namespace = '0' AND page_title = 'Main_Page'  LIMIT 1
		  429 Query	SELECT /* Title::loadRestrictions  */  *  FROM `page_restrictions`  WHERE pr_page = '1'
		  429 Query	SELECT /* Job::pop 74.64.110.59 */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  429 Quit	
100212  9:40:19  427 Query	BEGIN
		  427 Query	SELECT /* LinkBatch::doQuery 74.64.110.59 */ page_id, page_namespace, page_title, page_len, page_is_redirect FROM `page` WHERE (page_namespace=2 AND page_title='74.64.110.59') OR (page_namespace=3 AND page_title='74.64.110.59') OR (page_namespace=1 AND page_title='Main_Page')
		  427 Query	SELECT /* User::checkNewtalk 74.64.110.59 */  user_ip  FROM `user_newtalk`  WHERE user_ip = '74.64.110.59'  LIMIT 1
		  427 Query	SELECT /* Revision::getTimestampFromId 74.64.110.59 */  rev_timestamp  FROM `revision`  WHERE rev_id = '8' AND rev_page = '1'  LIMIT 1
		  427 Query	BEGIN
		  427 Query	UPDATE /* SiteStatsUpdate::doUpdate 74.64.110.59 */ `site_stats` SET ss_total_views=ss_total_views+1
		  427 Query	COMMIT
		  427 Query	BEGIN
		  427 Query	SELECT /* Job::pop 74.64.110.59 */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  427 Query	COMMIT
		  427 Quit	
		  428 Quit	
100212  9:40:22  430 Connect	bitnami@localhost on 
		  430 Init DB	bitnami_mediawiki
		  430 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
		  430 Query	SELECT /* MediaWikiBagOStuff::_doquery 74.64.110.59 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  431 Connect	bitnami@localhost on 
		  431 Init DB	bitnami_mediawiki
		  431 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
		  431 Query	BEGIN
		  431 Query	SELECT /* LinkBatch::doQuery 74.64.110.59 */ page_id, page_namespace, page_title, page_len, page_is_redirect FROM `page` WHERE (page_namespace=2 AND page_title='74.64.110.59') OR (page_namespace=3 AND page_title='74.64.110.59')
		  431 Query	SELECT /* User::checkNewtalk 74.64.110.59 */  user_ip  FROM `user_newtalk`  WHERE user_ip = '74.64.110.59'  LIMIT 1
		  431 Query	SELECT /* Job::pop 74.64.110.59 */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  430 Quit	
		  431 Quit	
100212  9:40:26  432 Connect	bitnami@localhost on 
		  432 Init DB	bitnami_mediawiki
		  432 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
		  432 Query	BEGIN
		  432 Query	SELECT /* LinkCache::addLinkObj 74.64.110.59 */  page_id,page_len,page_is_redirect  FROM `page`  WHERE page_namespace = '0' AND page_title = 'Main_Page'  LIMIT 1
		  432 Query	SELECT /* Title::loadRestrictions 74.64.110.59 */  *  FROM `page_restrictions`  WHERE pr_page = '1'
		  432 Query	SELECT /* Title::loadRestrictionsFromRow 74.64.110.59 */  page_restrictions  FROM `page`  WHERE page_id = '1'  LIMIT 1
		  432 Query	SELECT /* Title::getCascadeProtectionSources 74.64.110.59 */  pr_page,page_namespace,page_title,pr_expiry,pr_type,pr_level  FROM `templatelinks`,`page_restrictions`,`page`  WHERE tl_namespace = '0' AND tl_title = 'Main_Page' AND (tl_from=pr_page) AND pr_cascade = '1' AND (page_id=pr_page)
		  432 Query	SELECT /* Block::load 74.64.110.59 */  *  FROM `ipblocks`  WHERE ipb_address = '74.64.110.59' AND ipb_auto = '0'
		  432 Query	SELECT /* Block::loadRange 74.64.110.59 */  *  FROM `ipblocks`  WHERE (ipb_range_start LIKE '4A40%') AND (ipb_range_start <= '4A406E3B') AND (ipb_range_end >= '4A406E3B')
		  432 Query	SELECT /* Block::load 74.64.110.59 */  *  FROM `ipblocks`  WHERE ipb_address = '74.64.110.59' AND ipb_auto = '1'
		  433 Connect	bitnami@localhost on 
		  433 Init DB	bitnami_mediawiki
		  433 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
		  433 Query	SELECT /* MediaWikiBagOStuff::_doquery 74.64.110.59 */ value,exptime FROM `objectcache` WHERE keyname='bitnami_mediawiki:messages:en'
		  432 Query	SELECT /* Revision::fetchFromConds 74.64.110.59 */  rev_id,rev_page,rev_text_id,rev_timestamp,rev_comment,rev_user_text,rev_user,rev_minor_edit,rev_deleted,rev_len,rev_parent_id,page_namespace,page_title,page_latest  FROM `page`,`revision`  WHERE (page_id=rev_page) AND rev_page = '1' AND page_id = '1' AND (rev_id=page_latest)  LIMIT 1
		  432 Query	SELECT /* Article::pageData 74.64.110.59 */  page_id,page_namespace,page_title,page_restrictions,page_counter,page_is_redirect,page_is_new,page_random,page_touched,page_latest,page_len  FROM `page`  WHERE page_namespace = '0' AND page_title = 'Main_Page'  LIMIT 1
		  432 Query	SELECT /* Revision::fetchFromConds 74.64.110.59 */  rev_id,rev_page,rev_text_id,rev_timestamp,rev_comment,rev_user_text,rev_user,rev_minor_edit,rev_deleted,rev_len,rev_parent_id,page_namespace,page_title,page_latest  FROM `page`,`revision`  WHERE (page_id=rev_page) AND rev_id = '8'  LIMIT 1
		  432 Query	SELECT /* Revision::loadText 74.64.110.59 */  old_text,old_flags  FROM `text`  WHERE old_id = '8'  LIMIT 1
		  432 Query	SELECT /* Title::getCascadeProtectionSources 74.64.110.59 */  pr_expiry  FROM `templatelinks`,`page_restrictions`  WHERE tl_namespace = '0' AND tl_title = 'Main_Page' AND (tl_from=pr_page) AND pr_cascade = '1'
		  432 Query	SELECT /* Article::getUsedTemplates 74.64.110.59 */  tl_namespace,tl_title  FROM `templatelinks`  WHERE tl_from = '1'
		  432 Query	SELECT /* Article::getHiddenCategories 74.64.110.59 */  cl_to  FROM `categorylinks`,`page_props`,`page`  WHERE cl_from = '1' AND (pp_page=page_id) AND pp_propname = 'hiddencat' AND page_namespace = '14' AND (page_title=cl_to)
		  432 Query	SELECT /* Title::isDeletedQuick 74.64.110.59 */  1  FROM `archive`  WHERE ar_namespace = '0' AND ar_title = 'Main_Page'  LIMIT 1
		  432 Query	SELECT /* Title::isDeletedQuick 74.64.110.59 */  1  FROM `archive`  WHERE ar_namespace = '0' AND ar_title = 'Main_Page'  LIMIT 1
		  432 Query	SELECT /* LinkHolderArray::replaceInternal 74.64.110.59 */ page_id, page_namespace, page_title, page_is_redirect, page_len FROM `page` WHERE (page_namespace=4 AND page_title IN('Copyrights'))
		  432 Query	SELECT /* LinkBatch::doQuery 74.64.110.59 */ page_id, page_namespace, page_title, page_len, page_is_redirect FROM `page` WHERE (page_namespace=2 AND page_title='74.64.110.59') OR (page_namespace=3 AND page_title='74.64.110.59') OR (page_namespace=1 AND page_title='Main_Page')
		  432 Query	SELECT /* User::checkNewtalk 74.64.110.59 */  user_ip  FROM `user_newtalk`  WHERE user_ip = '74.64.110.59'  LIMIT 1
		  432 Query	SELECT /* Job::pop 74.64.110.59 */  *  FROM `job`  WHERE job_id >= 0  ORDER BY job_id LIMIT 1
		  432 Quit	
		  433 Quit	
100212  9:40:33  434 Connect	bitnami@localhost on 
		  434 Init DB	bitnami_mediawiki
		  434 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
		  434 Query	BEGIN
		  434 Query	SELECT /* LinkCache::addLinkObj 74.64.110.59 */  page_id,page_len,page_is_redirect  FROM `page`  WHERE page_namespace = '0' AND page_title = 'Main_Page'  LIMIT 1
		  434 Query	SELECT /* Title::loadRestrictions 74.64.110.59 */  *  FROM `page_restrictions`  WHERE pr_page = '1'
		  434 Query	SELECT /* Title::loadRestrictionsFromRow 74.64.110.59 */  page_restrictions  FROM `page`  WHERE page_id = '1'  LIMIT 1
		  434 Query	SELECT /* Title::getCascadeProtectionSources 74.64.110.59 */  pr_page,page_namespace,page_title,pr_expiry,pr_type,pr_level  FROM `templatelinks`,`page_restrictions`,`page`  WHERE tl_namespace = '0' AND tl_title = 'Main_Page' AND (tl_from=pr_page) AND pr_cascade = '1' AND (page_id=pr_page)
		  434 Query	SELECT /* Block::load 74.64.110.59 */  *  FROM `ipblocks`  WHERE ipb_address = '74.64.110.59' AND ipb_auto = '0'
		  434 Query	SELECT /* Block::loadRange 74.64.110.59 */  *  FROM `ipblocks`  WHERE (ipb_range_start LIKE '4A40%') AND (ipb_range_start <= '4A406E3B') AND (ipb_range_end >= '4A406E3B')
		  434 Query	SELECT /* Block::load 74.64.110.59 */  *  FROM `ipblocks`  WHERE ipb_address = '74.64.110.59' AND ipb_auto = '1'
		  435 Connect	bitnami@localhost on 
		  435 Init DB	bitnami_mediawiki
		  435 Query	SET /* Database::open 74.64.110.59 */ sql_mode = ''
